Team Number,Team Name,Location,2026
9104,FREEYOUNG ROBOTICS TEAM,"Istanbul, Istanbul, Türkiye",False
9105,TechnoTalons,"Prosper, Texas, USA",True
9106,Spires,"Grand Rapids, Michigan, USA",True
9107,STEAMBot,"Selebi Phikwe, Central, Botswana",False
9108,STEAMec,"Quito, Pichincha, Ecuador",False
9109,Twisted Angels,"Richland, Michigan, USA",False
9110,SESI SENAI Atomiic,"São João del-Rei, Minas Gerais, Brazil",True
9111,Pyro Mechanics,"Rohnert Park, California, USA",True
9112,RoboRavens,"Denver, Colorado, USA",False
9113,Bulldog Robotics 2022,"Markham, Ontario, Canada",False
9114,Rotationaries,"Fremont, California, USA",True
9115,Robotic For Future,"İstanbul, Istanbul, Türkiye",False
9116,The Canucks & Bolts,"North Plainfield, New Jersey, USA",True
9117,NE10 #CLASSICS,"Balikesir, Balikesir, Türkiye",False
9118,Pb-ers Laguna - Peñoles,"Torreon, Coahuila, Mexico",False
9119,Iron Legends,"Fort Wayne, Indiana, USA",True
9120,Silverbot - Fresnillo PLC,"Guanajuato, Guanajuato, Mexico",True
9121,Mavericks,"Victoria, Texas, USA",True
9122,Prepa Tecmilenio - Iron Hawks,"Culiacán, Sinaloa, Mexico",False
9123,Salesian Ironmen,"New Rochelle, New York, USA",False
9124,GESTO ROBOTIC TEAM,"Nilufer, Bursa, Türkiye",False
9125,Mechanical Magicians,"Newark, California, USA",True
9126,Silver Hawks,"Kaohsiung City, Kaohsiung Special Municipality, Chinese Taipei",True
9127,EOM Robotics 9127,"kanata, Ontario, Canada",False
9128,ITKAN Robotics,"Plano, Texas, USA",True
9129,Panorama,"İstanbul, Istanbul, Türkiye",False
9130,Screwer,"Taichung City, Taichung Municipality, Chinese Taipei",False
9131,Kız Kulesi Robotics,"Üsküdar, Istanbul, Türkiye",False
9132,Basaksehir Teknoloji Takımı,"istanbul, Istanbul, Türkiye",True
9133,NEXT GEN Up!,"Coyoacan , Distrito Federal, Mexico",False
9134,Tecmilenio - DEVOLT,"Chihuahua, Chihuahua, Mexico",True
9135,STEAMSur,"Paramaribo, Paramaribo, Suriname",False
9136,Rampage,"El Paso, Texas, USA",True
9137,Bionic Vipers,"Navasota, Texas, USA",True
9138,Robo Hawks,"Mount Pleasant, Utah, USA",True
9139,Reserve Robotics,"Hudson, Ohio, USA",True
9140,The Robobots,"Austin, Texas, USA",True
9141,BILTECH,"Istanbul, Istanbul, Türkiye",False
9142,TechM8,"İstanbul, Istanbul, Türkiye",False
9143,Armor Robotics,"San Francisco, California, USA",False
9144,Helix,"Box Hill, Victoria, Australia",False
9145,Equinox,"Wollongong, New South Wales, Australia",False
9146,Burnouts,"Blackburn North, Victoria, Australia",True
9147,The Joebots,"Hunters Hill, New South Wales, Australia",True
9148,Atlas Robotics,"Westland, Michigan, USA",True
9149,RoboCats,"River Falls, Wisconsin, USA",True
9150,Labyrinth Robotics,"Morganton, North Carolina, USA",True
9151,RoboLynx,"Panaca, Nevada, USA",True
9152,Rat Fight,"Berea, Kentucky, USA",True
9153,Bearcat Robotics,"Ruston, Louisiana, USA",True
9154,MOSTEMRobotics,"Manisa, Manisa, Türkiye",False
9155,New Tech Kraken,"Krakow, Malopolskie, Poland",True
9156,Trojan Robotics - The Blacksmiths of Troy,"Carrollton, Texas, USA",False
9157,Iconic Panthers,"Minneapolis, Minnesota, USA",True
9158,AieaBots,"Aiea, Hawaii, USA",False
9159,Shago Robotics Team,"Kahramanmaraş, Kahramanmaras, Türkiye",False
9160,YAL THUNDERS,"BAKIRKÖY, Istanbul, Türkiye",True
9161,FBO TEAM,"salihli, Manisa, Türkiye",False
9162,ALL MIGHT,"Fortaleza, Ceará, Brazil",True
9163,HYDRA,"Salvador, Bahia, Brazil",True
9164,Tech Vikings,"Naviraí, Mato Grosso do Sul, Brazil",True
9165,Starbots FRC,"Betim, Minas Gerais, Brazil",False
9166,TecRobot,"São Leopoldo, Rio Grande do Sul, Brazil",True
9167,New Era Technology,"Cukurova, Adana, Türkiye",False
9168,AGROBOT,"Rondonópolis, Mato Grosso, Brazil",True
9169,AGROTECH,"Varzea Grande, Mato Grosso, Brazil",True
9170,Angels of God,"Morelia, Michoacán, Mexico",False
9171,ElektRobot,"Prijepolje, Zlatiborski okrug, Serbia",False
9172,Robo-Sharks,"Los Angeles, California, USA",False
9173,STEAMoros,"Vouvouni, Andjazîdja, Comoros",False
9174,CYPRUS ROBOTICS,"GIRNE, Lefkosia, Cyprus",True
9175,BrainMachine-FRC,"catalão, Goiás, Brazil",True
9176,Greenspire Steel Sturgeons,"Traverse City, Michigan, USA",True
9177,Spartan Sprockets,"Webberville, Michigan, USA",False
9178,Cyber One,"Serra, Espírito Santo, Brazil",True
9179,Ballou Robotic Knights,"Washington, District of Columbia, USA",False
9180,Ursa Major Robotics,"Surrey, British Columbia, Canada",True
9181,PlatyPirates,"Houston, Texas, USA",True
9182,Tech Tr1be,"New Boston, Michigan, USA",True
9183,RoboComets,"Jonesville, Michigan, USA",True
9184,Zeta,"Sevenoaks, England, United Kingdom",False
9185,PL ROBOTICS,"Tarabya, Istanbul, Istanbul, Türkiye",False
9186,METATECH,"Avcılar , Istanbul, Türkiye",False
9187,PIXEL,"Selçuklu, Konya, Türkiye",False
9188,Pantherbots2,"Ewen, Michigan, USA",False
9189,Disastrous Data,"Rowville, Victoria, Australia",True
9190,N.E.R.D.S,"Northam, Western Australia, Australia",False
9191,My Chemical Robots,"Kalamunda, Western Australia, Australia",True
9192,Technodogs,"Centreville, Michigan, USA",False
9193,Short-Circuited Eagles,"Waterbury, Connecticut, USA",True
9194,Gemin√-1s,"Kent, Ohio, USA",True
9195,ProdiXy,"Manaus, Amazonas, Brazil",True
9196,FERRÃO DE ARRAIA,"Macapá, Amapá, Brazil",False
9197,Wixom Warriors,"Wixom, Michigan, USA",False
9198,The Beach Botz,"Southport, North Carolina, USA",True
9199,SESI SENAI SHARKS,"Taubaté, São Paulo, Brazil",True
9200,SESI SENAI STARDUST,"Limeira, São Paulo, Brazil",True
9201,TEAM FORCE,"Çubuk, Ankara, Türkiye",True
9202,Silicon Valley Technos,"San Jose, California, USA",True
9203,Quake,"Lansing, Michigan, USA",True
9204,Aluminum Armada,"Pinckney, Michigan, USA",True
9205,Technical Marauders1,"Inkster, Michigan, USA",True
9206,GRP Titans,"Grand Rapids, Michigan, USA",True
9207,Redneck Robotics,"Millington, Michigan, USA",True
9208,Eddies Circuit,"Edwardsburg, Michigan, USA",True
9209,Falcon Force,"Jackson, Michigan, USA",False
9210,Fighting Falcons,"Jackson, Michigan, USA",True
9211,ACCE Underdogs,"Ypsilanti, Michigan, USA",False
9212,Infinity,"Harper Woods, Michigan, USA",True
9213,Tecuani,"Pesqueria, Nuevo León, Mexico",True
9214,Honking Narwhals,"Norfolk, Virginia, USA",True
9215,T-Town Tech,"Tekonsha, Michigan, USA",True
9216,DarienAdvancedRoboticsTeam (D.A.R.T.),"Darien, Connecticut, USA",False
9217,Lansing Learning Hub,"Lansing, Michigan, USA",False
9218,Alpha #9218,"Rio de Janeiro, Rio de Janeiro, Brazil",True
9219,Nine Tails,"Resende, Rio de Janeiro, Brazil",True
9220,Geekos,"VALBONNE, Alpes-Maritimes, France",True
9221,Ertuğrul Gazi Anatolian High School Robotic Team,"Kocaeli, Kocaeli, Türkiye",False
9222,Eaglebots,"Hastings, Michigan, USA",False
9223,Brick and Mortar,"Newaygo, Michigan, USA",False
9224,Hazel Park Advantage,"Hazel Park, Michigan, USA",False
9225,Wired Wildcats,"Evart, Michigan, USA",False
9226,GRemlins Gabriel Richard CHS,"Riverview, Michigan, USA",True
9227,Backwoods Bots,"Gladwin, Michigan, USA",False
9228,The Cougar Coders,"Benton Harbor, Michigan, USA",False
9229,Fapatech Lab,"İstanbul, Istanbul, Türkiye",False
9230,BALta,"İstanbul , Istanbul, Türkiye",False
9231,Haydarpasa Panthers,"Istanbul, Istanbul, Türkiye",True
9232,IBBTECH,"İstanbul, Istanbul, Türkiye",True
9233,Luminous Robotics Team,"Muratpaşa, Antalya, Türkiye",True
9234,Les aigles d'or,"Montreal, Québec, Canada",True
9235,ThunderBolts,"Aldie, Virginia, USA",False
9236,Taft Greyhounds,"Taft, Texas, USA",False
9237,The Dragonators ,"Swartz Creek, Michigan, USA",True
9238,Jaybots,"Lansing, Michigan, USA",True
9239,Panthers robotics ,"Kalamazoo, Michigan, USA",True
9240,Hydra,"Rosedale, Louisiana, USA",False
9241,EV ROBOTICS,"Lansing, Michigan, USA",False
9242,Hamady Hawks,"Flint, Michigan, USA",True
9243,Maniac Robotics,"Orofino, Idaho, USA",True
9244,Belize IT,"Belize City, Belize, Belize",True
9245,Laker Dreadnoughts,"Pigeon, Michigan, USA",True
9246,Cut Twice Measure Once,"Middleton, Michigan, USA",False
9247,SainTech Robotics,"İstanbul, Istanbul, Türkiye",True
9248,Orchard View Cyber Cardinals,"Muskegon, Michigan, USA",False
9249,Copper Country Cats,"Chassell, Michigan, USA",True
9250,William D. Ford Career Technical Center,"Westland, Michigan, USA",False
9251,EliteBots,"Flint, Michigan, USA",True
9252,Wingspan,"Pontiac, Michigan, USA",True
9253,Prometheus,"Westland, Michigan, USA",False
9254,Wolverine Wildcats 1,"Wolverine, Michigan, USA",False
9255,Botmasterz ,"Grosse Pointe, Michigan, USA",True
9256,Marshall Opportunity High School Team,"Albion, Michigan, USA",False
9257,Bots of Another Color,"Duluth, Minnesota, USA",False
9258,The Warriors,"El Paso, Texas, USA",False
9259,WAATBOTS,"Wilson, North Carolina, USA",False
9260,Built4Bibb Robotics,"Macon, Georgia, USA",False
9261,Under Pressure,"Goiânia, Goiás, Brazil",False
9262,Humberside Huskies,"Toronto, Ontario, Canada",True
9263,ALD Lions,"Burlington, Ontario, Canada",True
9264,HUNTERS ROBOTICS,"İSTANBUL, Istanbul, Türkiye",True
9265,KOSOVA ROBOTICS,"Prizren, Prizreni, Kosovo",False
9266,Walled Lake Northern Knights,"Commerce Township, Michigan, USA",False
9268,Phoenix of Three Rivers Academy,"Trois-Rivieres, Québec, Canada",False
9269,IGNITE Pathways Robotics,"Woodbine, Iowa, USA",False
9270,Crowe,"Trail, British Columbia, Canada",False
9271,Cyber Porpoises,"Mission Viejo, California, USA",True
9272,SHSS Robotics Team,"Castlegar, British Columbia, Canada",False
9273,COYOBOTS,"Torreon, Coahuila, Mexico",False
9274,Cyphersis,"Taipei, Taipei Special Municipality, Chinese Taipei",False
9275,MC Dodgy Bot 2023,"Merredin, Western Australia, Australia",False
9276,Mechanical Panthers,"Kenly, North Carolina, USA",False
9277,Sparkans,"Calgary, Alberta, Canada",True
9278,Omegatrons,"Lake Odessa, Michigan, USA",False
9279,Electrical Mayhem,"Palm Coast, Florida, USA",False
9280,PrepaTec - High Altitude Robotics,"Toluca, Mexico, Mexico",True
9281,FaroTech,"Warszawa, Mazowieckie, Poland",False
9282,PrepaTec- SINAVOLT,"Culiacan, Sinaloa, Mexico",True
9283,Eduwizzards22/23,"Chenab Nagar, Punjab, Pakistan",False
9284,eduwizards,"Chenab Nagar, Punjab, Pakistan",False
9286,The Metal Mammoths,"Coventry, Rhode Island, USA",False
9287,Bionic Bengals,"Las Vegas, Nevada, USA",True
9289,Vikings,"Houston, Texas, USA",True
9292,Zen Maker Robotics,"North Vancouver, British Columbia, Canada",False
9293,Caffeinated,"Marietta, Georgia, USA",False
9295,Harlem Rails,"New York, New York, USA",True
9296,TITANium,"Rocky Point, North Carolina, USA",True
9297,BOGOBOTS ,"Hampstead, North Carolina, USA",True
9298,Greenies,"Arden, North Carolina, USA",True
9299,R0b0t B0bcats,"Hagerman, New Mexico, USA",False
9300,Olympians,"Inverness, Florida, USA",True
9301,PrepaTec - MechRams,"Chihuahua, Chihuahua, Mexico",True
9302,PARATECH FRC,"Belém, Pará, Brazil",True
9303,PORTAL ,"GIVAT SHMUEL, HaMerkaz, Israel",True
9304,legend's,"Sdot negev, HaDarom, Israel",True
9305,MonT,"Montenegro, Rio Grande do Sul, Brazil",True
9306,RAIN7,"Orlando, Florida, USA",False
9307,Spicy Chihuahuas,"La Porte, Texas, USA",True
9308,Darling Rangers,"Forrestfield, Western Australia, Australia",False
9309,Metal Mages,"New Orleans, Louisiana, USA",True
9310,35 Roneagles,"New Orleans, Louisiana, USA",False
9311,Warhorse Robotics,"Devine, Texas, USA",True
9312,NERD Spark,"Albion, Michigan, USA",True
9313,ROBOhana,"Rosemary Beach, Florida, USA",True
9314,Middleton Berserkers,"Middleton, Idaho, USA",False
9315,Coding Comets,"Columbia, South Carolina, USA",True
9316,CUBATRONICS,"Lenexa, Kansas, USA",True
9317,SteamRollers,"Redmond, Washington, USA",True
9330,,,False
9400,BagelBytes,"Santa Clara, California, USA",True
9401,Midas' Mayhem,"Troy, Missouri, USA",True
9402,Explorer1,"Delray Beach, Florida, USA",False
9403,Starstuff,"Alexandria, Virginia, USA",True
9404,Forge,"Pembroke Pines, Florida, USA",True
9405,KNOS Robotics,"New Orleans, Louisiana, USA",True
9406,TechJunior,"Montreal, Québec, Canada",True
9407,Heatwave Robotics,"Frisco, Texas, USA",False
9408,Warren Warbots ,"Downey, California, USA",True
9409,Caelum,"Istanbul, Istanbul, Türkiye",False
9410,PowerHouse,"Liberty, Missouri, USA",True
9411,Rhapsodia mechanicus,"Beijing, Beijing, China",False
9414,RAMS Robotics,"Memphis, Tennessee, USA",False
9415,The Westinghouse Bot-Dogs,"Pittsburgh, Pennsylvania, USA",True
9416,International Θperatives of World Affairs,"Philadelphia, Pennsylvania, USA",True
9418,Pastabots,"Spring, Texas, USA",True
9419,VULCAN,"San Antonio, Texas, USA",True
9421,Nexus,"Hong Kong, Hong Kong, China",True
9422,Team Forza,"Başakşehir, Istanbul, Türkiye",False
9423,SL Robotics,"Herriman, Utah, USA",False
9424,E.O. JAG BOTS ,"East Orange, New Jersey, USA",True
9425,Intra Milwaukee,"Milwaukee, Wisconsin, USA",True
9426,CLAWBOTICS,"Reno, Nevada, USA",True
9427,iDeer,"ShuLin, New Taipei, Chinese Taipei",True
9428,The Cashew Chickens @ Springfield Robotics,"Springfield, Missouri, USA",True
9429,Tech Titans,"Jonesboro, Arkansas, USA",False
9430,CTEC Robotics,"Salem, Oregon, USA",True
9431,Snider Panthers,"Fort Wayne, Indiana, USA",True
9432,Team 8-Bit,"Anthem, Arizona, USA",False
9433,Lil' Timmy's Big Team,"Perth, Western Australia, Australia",True
9434,Mehmet Günenç Robotics,"Bandırma, Balikesir, Türkiye",False
9435,Pure Imagination 2.0,"Grenada, Mississippi, USA",False
9436,Giro,"Selçuklu, Konya, Türkiye",False
9437,Cosmonauts,"Brooklyn, New York, USA",True
9438,Leopard Tech,"Cove, Oregon, USA",True
9439,Knights of Polaris,"Newark, New Jersey, USA",True
9440,Bolts&Nuts,"KADIKÖY, Istanbul, Türkiye",False
9441,Aero Jr,"Başakşehir, Istanbul, Türkiye",True
9442,Miso Mechanics,"Seattle, Washington, USA",True
9443,Aluminum Panthers,"West Newbury, Massachusetts, USA",True
9444,Perseverance,"San Antonio, Texas, USA",True
9445,The Brave Bots,"Bonner Springs, Kansas, USA",True
9446,C Cubed,"Puyallup, Washington, USA",True
9447,AsoTech Robo-lation,"SİNCAN, Ankara, Türkiye",False
9448,Wave Wranglers,"Victoria, Texas, USA",False
9449,Yellowjackets,"Calgary, Alberta, Canada",True
9450,Velocity Raptors ,"Woodinville, Washington, USA",True
9451,Aydos,"Pendik, Istanbul, Türkiye",True
9452,LHS Steel Stingers,"San Diego, California, USA",True
9453,Mount Vernon Wildcats,"Mount Vernon, Indiana, USA",True
9454,HİTİT GRİFFİN ROBOTİCS TEAM,"ÇORUM, Çorum, Türkiye",False
9455,DinoMights,"Livingston County, Michigan, USA",True
9456,Nunez Robotics ,"Chalmette, Louisiana, USA",True
9457,Robot X,"Albuquerque, New Mexico, USA",True
9458,SESI SENAI JACTECH,"Jacareí, São Paulo, Brazil",True
9459,SESI SENAI RPRT HAWKS,"São José do Rio Preto, São Paulo, Brazil",True
9460,SESI SENAI STEEL BULLS,"Sertãozinho, São Paulo, Brazil",True
9461,SESI SENAI MecaChronos,"São Paulo, São Paulo, Brazil",True
9462,Toefur's Titans,"Tulsa, Oklahoma, USA",True
9463,Cougar Robotics,"Leamington, Ontario, Canada",False
9464,Başakşehir Robotics,"Maltepe, Istanbul, Türkiye",False
9465,Imagine High Axolotls,"Chilliwack, British Columbia, Canada",True
9466,Static,"Holly Springs, North Carolina, USA",False
9467,EsRobotik,"ESKISEHIR, Eskisehir, Türkiye",True
9468,Team Sirius,"Istanbul, Istanbul, Türkiye",True
9469,LUMOS ROBOTICS,"ISTANBUL, Istanbul, Türkiye",False
9470,Ctrl-Alt-Defeat,"Fremont, California, USA",True
9471,EF Academy,"Pasadena, California, USA",True
9472,crowbot,"Catoosa, Oklahoma, USA",True
9473,CYGNUS ROBOTICS,"Akçaburgaz /Esenyurt, Istanbul, Türkiye",True
9474,Red River Resistance (3R),"St Pierre-Jolys, Manitoba, Canada",True
9475,Mon Valley Mammoths ,"Monessen, Pennsylvania, USA",True
9476,CYBER TIGERS,"Bay Minette, Alabama, USA",False
9477,Lambda (λ),"Suwanee, Georgia, USA",True
9478,Robo-Colts HSISL,"Sugar Land, Texas, USA",True
9479,CREDENTIS,"Belen, Hatay, Türkiye",True
9480,The Gear Bears,"Flowery Branch, Georgia, USA",True
9481,STEAMCo - All Star,"Palmira, Valle del Cauca, Colombia",False
9482,STEAMCo - Imagina,"Florida, Valle del Cauca, Colombia",False
9483,İstanbul Wildcats,"Cekmekoy, Istanbul, Türkiye",True
9484,Robot's District,"Taguatinga, Distrito Federal, Brazil",True
9485,HYOBOTS,"Linhas, Espírito Santo, Brazil",True
9486,ALPHASTORM FRC,"Aparecida de Goiânia, Goiás, Brazil",True
9487,KRYPTON FRC,"Goiânia , Goiás, Brazil",True
9488,Western Blue Tongues,"Gosnells, Western Australia, Australia",False
9489,STEAMCo - UV,"Yumbo, Valle del Cauca, Colombia",False
9490,TAC BEARS,"Tarsus, Mersin, Türkiye",False
9491,Crypto Creek ,"Sellersburg, Indiana, USA",True
9492,LadyTalons,"Prosper, Texas, USA",True
9493,TechWasps923,"Fort Walton Beach, Florida, USA",True
9494,Hanabi,"Myozai-gun,Kamiyama-cho, Tokushima, Japan",True
9495,TechKnow Difficulties,"Aurora, Nebraska, USA",False
9496,LYNK,"Spindale, North Carolina, USA",True
9497,NIMBLE PANTHER,"Küçükçekmece, Istanbul, Türkiye",True
9498,ZENSHIN Robotics,"Bunkyo-ku, Tôkyô, Japan",True
9499,KANARITECH - FRESNILLO PLC,"URUACHI, Chihuahua, Mexico",True
9500,G28 Robotics,"Atlanta, Georgia, USA",False
9501,Sidereal Envoy,"New Taipei, New Taipei, Chinese Taipei",True
9502,Idigna,"Kayapınar, Diyarbakir, Türkiye",True
9503,EF5 CHAOS,"Laurel, Mississippi, USA",True
9504,Gunderson Grizzlies,"San Jose, California, USA",False
9505,Vyserions,"Los Angeles, California, USA",True
9506,Conspiracy Robotics,"Manor, Texas, USA",True
9507,Rothschild Leadership Academy,"Columbus, Georgia, USA",False
9508,MOGUERA Telemechanics,"Cedar Rapids, Iowa, USA",False
9509,Cybears,"Yonkers, New York, USA",True
9510,Medusa,"Istanbul, Istanbul, Türkiye",False
9511,West Noble 1,"Ligonier, Indiana, USA",False
9512,Horsepower,"Kingwood, Texas, USA",True
9513,Circuit Crew 9513 - Caterpillar,"Gómez Palacio, Durango, Mexico",True
9514,Blanson RoboJags,"Houston, Texas, USA",False
9515,Panther Technik,"Houston, Texas, USA",False
9516,Tuskegee RoboFalcons,"Houston, Texas, USA",False
9517,IKE Technik,"Houston, Texas, USA",False
9518,STEAMex Scorpions,"Durango, Durango, Mexico",False
9519,RoboMasters,"Istanbul, Istanbul, Türkiye",True
9520,Rock-it Robotics,"Fountain Valley, California, USA",True
9521,Humble Rumble,"Humble, Texas, USA",True
9522,Archimedes,"Flowery Branch, Georgia, USA",True
9523,Archers,"Kocaeli, Kocaeli, Türkiye",True
9524,SHS Cardinal Chaos,"San Antonio, Texas, USA",False
9525,NileTech,"North York, Ontario, Canada",False
9526,LCG Robotics,"Hatillo, Puerto Rico, USA",False
9527,WIHS TEAM,"WINDSOR, Ontario, Canada",False
9528,The Wolf Pack,"Clinton Township, Michigan, USA",True
9529,GOKARGETRONIC,"Şile, Istanbul, Türkiye",False
9530,John Adams Robotics,"South Bend, Indiana, USA",True
9531,Ctrl V,"Corvallis, Oregon, USA",False
9532,Messy Bees,"Aurora, Minnesota, USA",True
9533,Melissa High School,"Melissa, Texas, USA",False
9534,Wolves Robotics (Basic HS),"Henderson, Nevada, USA",True
9535,The Knack,"Hartland, Wisconsin, USA",False
9536,ETERNAL ROBOTİCS,"İSTANBUL, Istanbul, Türkiye",False
9537,SCDS1,"Savannah, Georgia, USA",False
9538,Stallions,"Castaic, California, USA",False
9539,Junk Bots,"Fallon, Nevada, USA",False
9540,RRIT,"Hillsborough, New Jersey, USA",False
9541,M-stee (squared),"Manistee, Michigan, USA",True
9542,Technodogs,"Centreville, Michigan, USA",True
9543,Cyclone Robotics,"Harlan, Iowa, USA",True
9544,OLMCHS_Robo,"Kolonia, Pohnpei, Federated States of Micronesia",False
9545,Caracal Robotics,"SARIYER, Istanbul, Türkiye",True
9546,TechnoLeopards,"Mumbai, Maharashtra, India",False
9547,Lotus,"Ankara, Ankara, Türkiye",False
9548,NASA Bark River Bronconaughts,"Bark River, Michigan, USA",True
9549,The Mechadogs,"Covert, Michigan, USA",True
9550,STRIX Robotics,"Kelowna, British Columbia, Canada",True
9551,Tiger,"Hays, Kansas, USA",True
9552,Rambotics,"Lakewood, Colorado, USA",True
9553,NEO42,"Lindsay, Ontario, Canada",False
9554,Portage Pythons,"South Bend, Indiana, USA",True
9555,TEAM HELIOS,"MUĞLA, Mugla, Türkiye",True
9556,KulturTech,"Istanbul, Istanbul, Türkiye",False
9557,Tecmilenio - TurtleTech,"Los Mochis, Sinaloa, Mexico",False
9558,The Steel Vipers,"Warren, Michigan, USA",True
9559,EagleTron,"High Point, North Carolina, USA",True
9560,Dorlion,"Eskişehir, Eskisehir, Türkiye",False
9561,Dawson Dino Nuggets,"Dawsonville, Georgia, USA",True
9562,Royal Robotics,"Milton, Ontario, Canada",True
9563,STEAMex USA,"Houston, Texas, USA",False
9564,Taishan Robotics,"New Taipei City, New Taipei, Chinese Taipei",False
9565,CEZERİ,"Başakşehir, Istanbul, Türkiye",False
9566,Red Storm Rookies,"Kentwood, Michigan, USA",True
9567,StormBreakers,"Vancouver, Washington, USA",True
9568,AstroBots,"Leland, Michigan, USA",True
9569,Milliken Mills Silver Knights,"Markham, Ontario, Canada",True
9570,Valiant,"Emerson, Nebraska, USA",True
9571,Patriot Prime,"Greenville, South Carolina, USA",False
9572,CC Shambytes,"Novi, Michigan, USA",True
9573,MarauderTech,"San Diego, California, USA",True
9574,Rock Bots,"Indooroopilly, Queensland, Australia",True
9575,Silver Robotics,"Toronto, Ontario, Canada",True
9576,Loretto Lightning,"Loretto, Minnesota, USA",False
9577,Recoil,"Dripping Springs, Texas, USA",True
9578,Player One,"Green Bay, Wisconsin, USA",True
9579,Tech Devils,"Osage, Iowa, USA",True
9580,Grizzly Gears,"Barrie, Ontario, Canada",True
9581,Bad Wolf 1,"Kent, Washington, USA",False
9582,HHS NASA Snaggbotics,"Conyers, Georgia, USA",True
9583,Lavender Robotics,"Salihli, Manisa, Türkiye",True
9584,Spartan Squared,"Mountain View, California, USA",True
9585,RobUL,"Ústí nad Labem, Ústí nad Labem, Czech Republic",True
9586,Denbot,"Denver, Colorado, USA",True
9587,STEMgc,"Richmond, Victoria, Australia",False
9588,.,"Belen, Hatay, Türkiye",False
9589,Arcade Robotics,"Deep River, Ontario, Canada",True
9590,Bison Tech,"Birmingham, Alabama, USA",False
9591,DESTAN,"Kemalpaşa, Izmir, Türkiye",True
9592,Blues Robotics,"Timmins, Ontario, Canada",True
9593,Rhinos,"Mexico City , Distrito Federal, Mexico",True
9594,Ashley  Bears,"Ashley, Michigan, USA",True
9595,ECHO,"Kadikoy, Istanbul, Türkiye",True
9596,Eureka,"Beijing, Beijing, China",False
9597,Luban Robotics,"Beijing, Beijing, China",True
9598,Flint,"Qingdao, Shandong, China",False
9599,Colorful Panda,"Shanghai, Shanghai, China",False
9600,X-Flare Robotics,"Elkton, Oregon, USA",True
9601,BageTech,"Istanbul, Istanbul, Türkiye",True
9602,CANINTECH,"SINOP, Mato Grosso, Brazil",True
9603,MTECH,"Cuiabá, Mato Grosso, Brazil",True
9604,TUIUTECH,"Cuiabá, Mato Grosso, Brazil",True
9605,Creek Commanders,"Millers Creek, North Carolina, USA",True
9606,Beastbots,"Chapel Hill, North Carolina, USA",False
9607,RJR Cyber Demons ,"Winston Salem, North Carolina, USA",True
9608,Power Ponies,"North Little Rock, Arkansas, USA",False
9609,Paraducks,"Mumbai, Maharashtra, India",True
9610,Blue Ivy,"Fatih, Istanbul, Türkiye",True
9611,SESI SENAI SC CyberRain,"Joinville, Santa Catarina, Brazil",True
9612,Bosse Bulldogs,"Evansville, Indiana, USA",False
9613,Lion's Byte,"Kennewick, Washington, USA",True
9614,ROBOSSAUROS,"Sousa, Paraíba, Brazil",True
9615,Redlands Robotics,"Highland, California, USA",True
9616,Opus Orion,"North Wollongong, New South Wales, Australia",False
9617,Metal Knight,"Sobral, Ceará, Brazil",True
9618,Tronarchs,"Allen Park, Michigan, USA",True
9619,U.FRC.,"Basaksehir, Istanbul, Türkiye",False
9620,Eltynien,"Montezuma, New Mexico, USA",False
9621,Payload,"Whitby, Ontario, Canada",False
9622,GRIDLOCK,"Cleveland, Ohio, USA",True
9623,U-Turn,"LaSalle, Québec, Canada",False
9624,Dynamiques 9624,"Longueuil, Québec, Canada",True
9625,WOLVES ROBOTICS,"Gebze, Kocaeli, Türkiye",False
9626,JagWire Robotics,"Andover, Kansas, USA",True
9627,Yellow Haze,"Lutz, Florida, USA",True
9628,Erdem Robotics Team,"Beşiktaş, Istanbul, Türkiye",False
9629,Yabusame Technology,"Tokyo, Tôkyô, Japan",False
9630,Pels,"Port Allen, Louisiana, USA",False
9631,Chargers,"Tulsa, Oklahoma, USA",True
9632,Red M00n,"Christchurch, Virginia, USA",False
9633,Pine Bluff City Robotics,"Pine Bluff, Arkansas, USA",False
9634,Zero Tolerance,"Cupertino, California, USA",False
9635,Cyber Rabbit,"Guangzhou, Guangdong, China",True
9636,Space Junk ,"New York, New York, USA",True
9637,Grammar Gurus,"Spring Hill, Queensland, Australia",False
9638,"Tigers, Bro!","Gobles, Michigan, USA",True
9639,Sibley-Ocheyedan,"Sibley, Iowa, USA",False
9640,Markhors,"Lahore, Punjab, Pakistan",False
9641,Robotics71,"Comox, British Columbia, Canada",False
9642,I.N.T. Robotics,"New York, New York, USA",True
9643,Lady Voltage,"Cleveland, Ohio, USA",True
9644,NEIA Robotics,"Marlborough, Massachusetts, USA",True
9645,POC,"Tokushima, Tokushima, Japan",False
9646,The Marinators,"Southampton, New York, USA",True
9647,Ladybug,"Kigali, Ville de Kigali, Rwanda",False
9648,Circuit Breakers ,"Caro, Michigan, USA",True
9649,Mulgrave Robotics,"West Vancouver, British Columbia, Canada",True
9650,Mio Thunderbotz,"Mio, Michigan, USA",True
9651,Ecorse Robo Raiders,"Ecorse, Michigan, USA",True
9652,Team Gambia,"KOLOLI, Western, Gambia",False
9653,O.V.R.T (Ohio Valley Robotics Team),"Steubenville, Ohio, USA",True
9654,Kelly Trojans,"Chicago, Illinois, USA",False
9655,Shallowater,"Shallowater, Texas, USA",False
9656,X-Ray Robotics,"Reynosa, Tamaulipas, Mexico",False
